[2026-06-28 22:01:19,799 ] INFO - 164 - NumExpr defaulting to 8 threads.
[2026-06-28 22:01:22,670 ] INFO - 16 - Initiate the Data Ingestion
[2026-06-28 22:01:25,858 ] INFO - 62 - Performed Train test Split on Dataframe
[2026-06-28 22:01:25,858 ] INFO - 64 - Exited split_data_as_train_test method of Data_ingestion Class
[2026-06-28 22:01:25,952 ] INFO - 80 - Exporting Train and test Split
[2026-06-28 22:01:25,953 ] INFO - 18 - Data Initiation Completed
[2026-06-28 22:01:25,961 ] INFO - 22 - Initiate the data validation
[2026-06-28 22:01:26,002 ] INFO - 31 - Required Number of columns : 2
[2026-06-28 22:01:26,003 ] INFO - 32 - Dataframe has columns: 31
[2026-06-28 22:01:26,003 ] INFO - 31 - Required Number of columns : 2
[2026-06-28 22:01:26,003 ] INFO - 32 - Dataframe has columns: 31
[2026-06-28 22:01:26,223 ] INFO - 24 - Data Validation Completed
[2026-06-28 22:01:26,224 ] INFO - 26 - Data Transformation Started
[2026-06-28 22:01:26,224 ] INFO - 62 - Entered initiate_data_transformation method of DataTransformation class
[2026-06-28 22:01:26,224 ] INFO - 64 - Starting data transformation
[2026-06-28 22:01:26,282 ] INFO - 47 - Entered get_data_trnasformer_object method of Trnasformation class
[2026-06-28 22:01:26,283 ] INFO - 52 - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2026-06-28 22:01:26,319 ] INFO - 41 - Entered the save_object method of MainUtils class
[2026-06-28 22:01:26,324 ] INFO - 45 - Exited the save_object method of MainUtils class
[2026-06-28 22:01:26,324 ] INFO - 41 - Entered the save_object method of MainUtils class
[2026-06-28 22:01:26,329 ] INFO - 45 - Exited the save_object method of MainUtils class
[2026-06-28 22:01:26,331 ] INFO - 31 - Data Transformation Completed
[2026-06-28 22:01:26,331 ] INFO - 34 - Model Training Started
[2026-06-28 22:02:25,528 ] INFO - 41 - Entered the save_object method of MainUtils class
[2026-06-28 22:02:25,571 ] INFO - 45 - Exited the save_object method of MainUtils class
[2026-06-28 22:02:25,571 ] INFO - 92 - Model Trainer Artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\06_28_2026_22_01_20\\model_trainer\\trained_model\\model.pkl', trained_metric_artifact=ClassificationMetricArtifact(f1_score=0.9908610885458976, precision_score=0.9892538523925385, recall_score=0.9924735557363711), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.976295701084773, precision_score=0.9735576923076923, recall_score=0.9790491539081386))
[2026-06-28 22:02:25,575 ] INFO - 39 - Model Training Completed.
