[2026-06-29 15:36:44,185 ] INFO - 164 - NumExpr defaulting to 8 threads.
[2026-06-29 15:36:47,921 ] INFO - 16 - Initiate the Data Ingestion
[2026-06-29 15:36:50,936 ] INFO - 62 - Performed Train test Split on Dataframe
[2026-06-29 15:36:50,936 ] INFO - 64 - Exited split_data_as_train_test method of Data_ingestion Class
[2026-06-29 15:36:50,990 ] INFO - 80 - Exporting Train and test Split
[2026-06-29 15:36:50,990 ] INFO - 18 - Data Initiation Completed
[2026-06-29 15:36:50,996 ] INFO - 22 - Initiate the data validation
[2026-06-29 15:36:51,022 ] INFO - 31 - Required Number of columns : 2
[2026-06-29 15:36:51,022 ] INFO - 32 - Dataframe has columns: 31
[2026-06-29 15:36:51,022 ] INFO - 31 - Required Number of columns : 2
[2026-06-29 15:36:51,022 ] INFO - 32 - Dataframe has columns: 31
[2026-06-29 15:36:51,156 ] INFO - 24 - Data Validation Completed
[2026-06-29 15:36:51,157 ] INFO - 26 - Data Transformation Started
[2026-06-29 15:36:51,157 ] INFO - 62 - Entered initiate_data_transformation method of DataTransformation class
[2026-06-29 15:36:51,157 ] INFO - 64 - Starting data transformation
[2026-06-29 15:36:51,177 ] INFO - 47 - Entered get_data_trnasformer_object method of Trnasformation class
[2026-06-29 15:36:51,177 ] INFO - 52 - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2026-06-29 15:36:51,198 ] INFO - 41 - Entered the save_object method of MainUtils class
[2026-06-29 15:36:51,201 ] INFO - 45 - Exited the save_object method of MainUtils class
[2026-06-29 15:36:51,201 ] INFO - 41 - Entered the save_object method of MainUtils class
[2026-06-29 15:36:51,203 ] INFO - 45 - Exited the save_object method of MainUtils class
[2026-06-29 15:36:51,204 ] INFO - 31 - Data Transformation Completed
[2026-06-29 15:36:51,204 ] INFO - 34 - Model Training Started
[2026-06-29 15:37:34,435 ] INFO - 41 - Entered the save_object method of MainUtils class
[2026-06-29 15:37:34,443 ] INFO - 45 - Exited the save_object method of MainUtils class
[2026-06-29 15:37:34,443 ] INFO - 109 - Model Trainer Artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\06_29_2026_15_36_44\\model_trainer\\trained_model\\model.pkl', trained_metric_artifact=ClassificationMetricArtifact(f1_score=0.9903209373408048, precision_score=0.9882065880439203, recall_score=0.9924443536859302), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9755905511811024, precision_score=0.96796875, recall_score=0.9833333333333333))
[2026-06-29 15:37:34,445 ] INFO - 39 - Model Training Completed.
